id,name,description,color,layer,connections_count
"por-que-os-eua-temiam-cybersyn","Por que os EUA temiam Cybersyn?","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#ef4444",-1,0
"por-que-os-eua-tinham-tanto-medo-do-cybersyn","Por que os EUA tinham tanto medo do Cybersyn?","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#ef4444",-1,0
"por-que-é-tão-eficaz","Por que é tão eficaz?","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"por-quê","Por quê?","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"por-trás-de-cada-ia-inteligente-há-milhares-de-trabalhadores-invisíveis","Por trás de cada ""IA inteligente"", há milhares de trabalhadores invisíveis.","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"pornografia-deepfake-personalizada","Pornografia deepfake personalizada","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"portal-e-democracia","Portal e-Democracia","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"possibilidade","Possibilidade:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"postcapitalism","PostCapitalism","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#ef4444",-1,0
"postmodernism-or-the-cultural-logic-of-late-capitalism","Postmodernism, or, The Cultural Logic of Late
                            Capitalism","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#ef4444",-1,0
"postone-m-1993time-labor-and-social-domination","Postone, M. (1993).Time, Labor, and Social Domination.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"pour-marx","Pour Marx","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#ef4444",-1,0
"povos-indígenas-em-são-paulo-terra-e-autonomia","Povos Indígenas em São Paulo: Terra e Autonomia","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#3b82f6",1,0
"ppali-ppali","Ppali-ppali","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"pragmatics-of-human-communication","Pragmatics of Human
                            Communication","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"pratītyasamutpāda-budista-surgimento-interdependente","Pratītyasamutpāda budista (surgimento interdependente):","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"pravda","Pravda","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"precisa","Precisa","Conceito extraído de: Metareflexão: O Loop Que Não Fecha","#10b981",0,0
"precisamos-de-tecnologias-que-não-operem-por-valorização-mas-por-cooperação","Precisamos de
                            tecnologias que não operem por valorização, mas por cooperação.","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#ef4444",-1,0
"precisamos-despoluir-o-rio","Precisamos despoluir o rio","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"predpol","PredPol","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"prefigurar","Prefigurar:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"premier-league","Premier League","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"presidencialismo-de-coalizão-em-transe-e-crise-da-democracia-no-brasil","Presidencialismo de coalizão em transe e crise da democracia no
                            Brasil","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"pressuposto-implícito","Pressuposto implícito:","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"pressão-de-anunciantes-e-apple","Pressão de anunciantes e Apple","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"pressão-econômica-funciona","Pressão econômica funciona","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"primeiro","Primeiro","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"primeiro-semestre-—-epistemologias-plurais","Primeiro semestre — Epistemologias Plurais:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"primeiro","Primeiro,","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"primeiros-computadores-1940s-50s","Primeiros computadores (1940s-50s):","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"principais-conquistas","Principais
                        conquistas:","Conceito extraído de: Recursos para Ação","#10b981",0,0
"principia-mathematica","Principia Mathematica","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"princípio-da-autonomia","Princípio da Autonomia:","Conceito extraído de: A Revolução Cibernética","#3b82f6",1,0
"princípio-da-humildade","Princípio da Humildade:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"princípio-da-responsabilidade","Princípio da Responsabilidade:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"princípio-da-subsidiariedade","Princípio da subsidiariedade:","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"princípio","Princípio:","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"princípios-wcag","Princípios WCAG:","Conceito extraído de: Recursos para Ação","#10b981",0,0
"princípios-de-design","Princípios de design:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"princípios-praticados","Princípios praticados:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"privacidade-relacional-não-individual","Privacidade relacional, não individual:","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"privacy-lucra-com-precariedade-estrutural-da-periferia-brasileira","Privacy lucra com precariedade
                                estrutural da periferia brasileira","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"privacycom","Privacy.com","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"privilégio-exorbitante","Privilégio Exorbitante:","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"pro-gamer-professional-gamer","Pro-gamer (Professional Gamer):","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"propublica","ProPublica","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"problem-with-work","Problem with Work","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#10b981",0,0
"problema-da-parada-halting-problem","Problema
                        da Parada (Halting Problem)","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"problema-de-escala","Problema de escala:","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"problema","Problema:","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"problema-jurisdição-e-espionagem","Problema:
                                jurisdição
                                e espionagem","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"problemas-sociais-complexos-não-são-computáveis","Problemas sociais complexos
                            não são
                            computáveis","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"processamento-algoritmo","Processamento (algoritmo):","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"processamento-regional-camada-média","Processamento regional (camada média):","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"produtividade-máxima-trabalho-vivo-mínimo","Produtividade
                            máxima, trabalho vivo mínimo","Conceito extraído de: Capítulo 10: A Crítica do Valor (Wertkritik)","#ef4444",-1,0
"produtores-content-farms","Produtores (Content Farms)","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"produção-algorítmica-de-subjetividade","Produção algorítmica de subjetividade","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"program-earth","Program Earth","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#10b981",0,0
"project-cybersyn","Project
                        Cybersyn","Conceito extraído de: Capítulo 4: Economia Política — Desenvolvimento, Dependência e Periferia","#ef4444",-1,0
"project-cybersyn","Project Cybersyn","Conceito extraído de: Capítulo 4: Economia Política — Desenvolvimento, Dependência e Periferia","#ef4444",-1,0
"projeto-cybersyn","Projeto
                            Cybersyn","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#ef4444",-1,0
"projeto-cybersyn","Projeto Cybersyn","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#ef4444",-1,0
"promessa-utópica","Promessa utópica:","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"proposta-audaciosa","Proposta audaciosa:","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#3b82f6",1,0
"proposta-intermediária","Proposta intermediária:","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#3b82f6",1,0
"proposta","Proposta:","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#3b82f6",1,0
"propostas-concretas","Propostas Concretas:","Conceito extraído de: Capítulo 24: Políticas para o Antropoceno Digital","#3b82f6",1,0
"propriedade-social-diversificada","Propriedade Social Diversificada:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"proteger-whistleblowers-é-fundamental","Proteger whistleblowers é fundamental","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"protocolos-abertos","Protocolos Abertos:","Conceito extraído de: Capítulo 24: Políticas para o Antropoceno Digital","#10b981",0,0
"protocolos","Protocolos:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"prova-que-dá-para-fazer","Prova que
                                        dá para fazer.","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"prática-sem-teoria-é-cega","Prática sem teoria é cega:","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"prática-sem-teoria-é-empirismo","Prática sem teoria é empirismo.","Conceito extraído de: 🔄 Da Teoria à Práxis","#10b981",0,0
"prática","Prática:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"práxis-e-alternativas","Práxis e alternativas","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#3b82f6",1,0
"prévia-ideação","Prévia-ideação:","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
"próximo-capítulo","Próximo capítulo:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"próximo-passo","Próximo passo:","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"próximo","Próximo:","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"pseudo-individualização","Pseudo-Individualização:","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#10b981",0,0
"psicopolítica","Psicopolítica","Conceito extraído de: Biografias — Vidas que Pensaram o Mundo","#10b981",0,0
"pu-simplicidade-original-taoísta-seria-design-anti-vício-por-padrão","Pu (simplicidade
                                    original taoísta) seria design anti-vício por padrão","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"purismo-paralisante","Purismo Paralisante:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"purser-ronald-e","Purser, Ronald E.","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"pânico-moral","Pânico Moral:","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"pós-fordismo-ou-acumulação-flexível","Pós-Fordismo (ou Acumulação Flexível):","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"pós-operaísmo","Pós-Operaísmo","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"qanon","QAnon","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"quaderni-rossi","Quaderni Rossi","Conceito extraído de: Biografias — Vidas que Pensaram o Mundo","#10b981",0,0
"qualitativo-não-quantitativo","Qualitativo, não quantitativo:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"quando-questionada","Quando questionada","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"quarto","Quarto","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"quebrar-o-loop-requer-metacomunicação","Quebrar o loop requer
                                        metacomunicação","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"queer-theory","Queer
                                Theory","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"quem-não-tinha-acesso","Quem NÃO tinha acesso:","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"quem-controla-a-propriedade","Quem controla a propriedade?","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"quem-decide","Quem decide?","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"quem-lucra","Quem lucra?","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"quem-se-opôs-ao-ogas-e-por-quê","Quem se opôs ao OGAS e por quê?","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"quem-usa","Quem usa:","Conceito extraído de: Recursos para Ação","#10b981",0,0
"questão-bônus-a-internet-que-temos-hoje-web-20-dominada-por-plataformas-se-parece-mais-com-ogas-centralização-ou-arpanet-descentralização-o-que-isso-diz-sobre-neutralidade-da-tecnologia","Questão bônus: A internet que temos
                        hoje (Web 2.0 dominada por plataformas) se parece mais com OGAS (centralização) ou ARPANET
                        (descentralização)? O que isso diz sobre ""neutralidade"" da tecnologia?","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"questão-estratégica-decap-20geopolítica","Questão estratégica deCap 20(Geopolítica):","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"questão-radical","Questão radical:","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"quilombos-digitais-e-afrofuturismo-hacker","Quilombos Digitais e Afrofuturismo Hacker:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"química","Química","Conceito extraído de: Capítulo 30: O Salto Dialético: Quando a Filosofia se Torna Ciência e Transforma o Mundo","#10b981",0,0
"r$-20-bilhões/ano","R$ 20 bilhões/ano","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"raízes-partes-i-ii","RAÍZES (Partes I-II):","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"recursividade-radical","RECURSIVIDADE RADICAL:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"race-after-technology-abolitionist-tools-for-the-new-jim-code","Race After
                            Technology: Abolitionist Tools for the New Jim Code","Conceito extraído de: Biografias — Vidas que Pensaram o Mundo","#10b981",0,0
"rafael-correa","Rafael Correa","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"rastreando-fake-news-religiosa","Rastreando Fake News Religiosa:","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"razão-instrumental","Razão Instrumental:","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#10b981",0,0
"razão-ocidental-não-é-a-razão","Razão ocidental não é ""A"" razão","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"re-enchanting-the-world-feminism-and-the-politics-of-the-commons","Re-enchanting the World: Feminism and the Politics
                        of the Commons","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"reading-capital-politically","Reading Capital Politically","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#ef4444",-1,0
"realidade-materialista","Realidade materialista:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"realidade","Realidade:","Conceito extraído de: Capítulo 4: Economia Política — Desenvolvimento, Dependência e Periferia","#10b981",0,0
"reciprocidade-algorítmica","Reciprocidade Algorítmica","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"reciprocidade-algorítmica","Reciprocidade Algorítmica:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"reciprocidade-obrigatória-jopói/ayni-vs-acumulação-cap-3-16","Reciprocidade Obrigatória (Jopói/Ayni) vs Acumulação (Cap 3-16):","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"reciprocidade-e-generosidade","Reciprocidade e generosidade","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"recompensa-variável-intermitente","Recompensa Variável Intermitente:","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"recompensa-variável","Recompensa variável:","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"reconhecer-as-epistemologias-indígenas","Reconhecer as epistemologias indígenas","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"reconhecimento-da-lacuna","Reconhecimento da lacuna:","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"recursivity-and-contingency","Recursivity and Contingency","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"recursos-online-e-documentários","Recursos Online e Documentários:","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"recursos-de-resistência/recuperação","Recursos de Resistência/Recuperação:","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"recursos-práticos-correlatos","Recursos práticos correlatos:","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"recursos","Recursos:","Conceito extraído de: Recursos para Ação","#10b981",0,0
"recusa-do-trabalho","Recusa do Trabalho:","Conceito extraído de: Capítulo 7: Marxismo e Tecnologia — Debates Clássicos","#ef4444",-1,0
"red-plenty","Red Plenty","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"rede-infoamazonia","Rede InfoAmazonia","Conceito extraído de: Capítulo 11: A Síntese Informacional","#10b981",0,0
"rede-povos-da-floresta","Rede Povos da Floresta","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"rede-quilombo","Rede Quilombo","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"redes-sociais-2004-10","Redes
                        sociais (2004-10):","Conceito extraído de: Cronologias Entrelaçadas","#10b981",0,0
"redes-mesh-comunitárias","Redes Mesh Comunitárias:","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"redes-mesh-indígenas-méxico-canadá","Redes Mesh Indígenas (México, Canadá):","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"redes-sociais","Redes Sociais:","Conceito extraído de: Recursos para Ação","#10b981",0,0
"redução-de-danos","Redução de
                                Danos","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"redução-de-danos-na-prática","Redução de Danos na Prática:","Conceito extraído de: Capítulo 16: A Farmácia Global e a Guerra às Drogas Digital","#10b981",0,0
"reflexão","Reflexão","Conceito extraído de: Capítulo 3: Capitalismo Digital — Uma Primeira Aproximação","#10b981",0,0
"reflexão-sobre-liberdade-e-eficiência","Reflexão sobre Liberdade e Eficiência:","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"reforma-ou-revolução","Reforma ou Revolução?","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"regulação-cidadã-o-caso-uk","Regulação Cidadã: O Caso UK","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"regulação-internacional-limita-big-techs","Regulação internacional limita Big Techs","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"reimagining-democracy-lessons-in-deliberative-democracy-from-the-irish-front-line","Reimagining Democracy: Lessons in Deliberative
                            Democracy from the Irish Front Line","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"reino-unido","Reino Unido","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"reko","Reko","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"relacionalidade-ontológica-ubuntu-vs-individualismo-cap-10sujeito-automático","Relacionalidade Ontológica (Ubuntu) vs Individualismo (Cap 10Sujeito
                                    Automático):","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"relatórios","Relatórios:","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#10b981",0,0
"relações-de-produção","Relações de Produção:","Conceito extraído de: Capítulo 1: Introdução ao Marxismo — Mercadoria, Valor e Capital","#10b981",0,0
"releitura-após-loop","Releitura (Após Loop):","Conceito extraído de: Mapa Mental: A Teia Conceitual do Livro","#10b981",0,0
"releitura-pós-ap-h","Releitura pós-Ap. H:","Conceito extraído de: Metareflexão: O Loop Que Não Fecha","#10b981",0,0
"religião-digital-não-é-metáfora-—-ela-mata","Religião digital não é metáfora — ela mata","Conceito extraído de: Capítulo 13: Sexualidade e Religião na Era Digital: Corpos, Crenças e Comunidades em Rede","#10b981",0,0
"remuneração-e-custos","Remuneração e custos:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"remuneração-justa","Remuneração justa","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"renascimento-1500s-1700s","Renascimento (1500s-1700s):","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"reparo-e-modificação","Reparo e modificação:","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"representação-justa","Representação justa","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"repressão-preventiva","Repressão Preventiva:","Conceito extraído de: Capítulo 25: O Dragão Cibernético: China e a Explosão Informacional da Cibernética de Segunda
                    Ordem","#10b981",0,0
"reputação-não-competitiva","Reputação não-competitiva:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"resiliência-local-+-rigidez-central-=-inovação-bloqueada","Resiliência Local + Rigidez Central = Inovação
                        Bloqueada.","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"resistir-é-urgente-e-possível","Resistir é urgente e possível","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"resistir","Resistir:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"resistência-caps-19-24-26-28","Resistência (Caps 19, 24, 26-28):","Conceito extraído de: Capítulo 4: Economia Política — Desenvolvimento, Dependência e Periferia","#10b981",0,0
"resistência-digital","Resistência digital:","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"resistência-sem-autocuidado-leva-a-burnout-depressão-suicídio","Resistência sem autocuidado leva a burnout, depressão, suicídio","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"resistência","Resistência:","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"respeito-a-quem-escolhe-não-digitalizar","Respeito a quem escolhe não digitalizar:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
